Carbon dioxide(ppm),Temperature(°F),Relative humidity(%),Atmospheric pressure(hPa),Date,Time
721,71.2,57.0,1016.8,03/04/2024,23:41:58
746,71.2,57.0,1016.9,03/04/2024,23:42:58
739,71.2,57.0,1016.9,03/04/2024,23:43:58
731,71.2,57.0,1017.0,03/04/2024,23:44:58
731,71.2,57.0,1016.9,03/04/2024,23:45:58
736,71.2,57.0,1016.9,03/04/2024,23:46:58
745,71.2,57.0,1017.0,03/04/2024,23:47:58
700,71.2,57.0,1017.0,03/04/2024,23:48:58
741,71.2,57.0,1016.9,03/04/2024,23:49:58
735,71.2,57.0,1017.0,03/04/2024,23:50:58
761,71.2,57.0,1017.0,03/04/2024,23:51:58
737,71.2,57.0,1016.9,03/04/2024,23:52:58
755,71.2,57.0,1016.9,03/04/2024,23:53:58
741,71.2,57.0,1016.9,03/04/2024,23:54:58
737,71.2,57.0,1017.0,03/04/2024,23:55:58
741,71.2,57.0,1017.0,03/04/2024,23:56:58
735,71.2,57.0,1016.9,03/04/2024,23:57:58
755,71.3,57.0,1016.8,03/04/2024,23:58:58
728,71.3,57.0,1016.9,03/04/2024,23:59:58
739,71.3,57.0,1017.1,03/05/2024,00:00:58
746,71.3,57.0,1017.1,03/05/2024,00:01:58
736,71.3,57.0,1017.0,03/05/2024,00:02:58
728,71.3,57.0,1017.0,03/05/2024,00:03:58
739,71.3,57.0,1017.0,03/05/2024,00:04:58
734,71.3,57.0,1017.0,03/05/2024,00:05:58
744,71.3,57.0,1017.0,03/05/2024,00:06:58
741,71.3,57.0,1017.0,03/05/2024,00:07:58
684,71.3,57.0,1017.1,03/05/2024,00:08:58
650,71.2,56.0,1017.1,03/05/2024,00:09:58
681,71.2,57.0,1017.0,03/05/2024,00:10:58
736,71.2,57.0,1017.0,03/05/2024,00:11:58
714,71.2,57.0,1017.0,03/05/2024,00:12:58
716,71.2,57.0,1017.0,03/05/2024,00:13:58
710,71.2,57.0,1017.0,03/05/2024,00:14:58
692,71.2,57.0,1017.0,03/05/2024,00:15:58
691,71.3,57.0,1016.9,03/05/2024,00:16:58
715,71.2,57.0,1016.9,03/05/2024,00:17:58
725,71.2,57.0,1016.9,03/05/2024,00:18:58
725,71.2,57.0,1016.9,03/05/2024,00:19:58
718,71.3,57.0,1016.9,03/05/2024,00:20:58
710,71.2,57.0,1016.9,03/05/2024,00:21:58
705,71.3,57.0,1016.9,03/05/2024,00:22:58
734,71.3,57.0,1016.9,03/05/2024,00:23:58
731,71.3,57.0,1016.8,03/05/2024,00:24:58
702,71.3,57.0,1016.8,03/05/2024,00:25:58
661,71.2,57.0,1016.8,03/05/2024,00:26:58
647,71.2,56.0,1016.8,03/05/2024,00:27:58
672,71.2,57.0,1016.8,03/05/2024,00:28:58
687,71.1,57.0,1016.8,03/05/2024,00:29:58
706,71.1,57.0,1016.9,03/05/2024,00:30:58
705,71.1,57.0,1016.9,03/05/2024,00:31:58
696,71.1,56.0,1016.8,03/05/2024,00:32:58
703,71.0,56.0,1016.9,03/05/2024,00:33:58
681,71.0,56.0,1017.0,03/05/2024,00:34:58
698,70.9,56.0,1016.8,03/05/2024,00:35:58
712,70.8,55.0,1016.9,03/05/2024,00:36:58
691,70.7,55.0,1017.0,03/05/2024,00:37:58
686,70.7,55.0,1016.9,03/05/2024,00:38:58
699,70.6,55.0,1016.9,03/05/2024,00:39:58
677,70.6,55.0,1017.0,03/05/2024,00:40:58
701,70.5,54.0,1016.8,03/05/2024,00:41:58
711,70.4,54.0,1017.0,03/05/2024,00:42:58
712,70.3,54.0,1016.9,03/05/2024,00:43:58
687,70.3,54.0,1016.9,03/05/2024,00:44:58
698,70.2,54.0,1016.9,03/05/2024,00:45:58
689,70.2,54.0,1016.8,03/05/2024,00:46:58
709,70.1,54.0,1016.9,03/05/2024,00:47:58
727,70.1,54.0,1016.9,03/05/2024,00:48:58
739,70.1,54.0,1016.8,03/05/2024,00:49:58
712,70.0,55.0,1016.9,03/05/2024,00:50:58
730,70.0,55.0,1016.8,03/05/2024,00:51:58
643,69.9,55.0,1017.0,03/05/2024,00:52:58
621,69.8,55.0,1016.8,03/05/2024,00:53:58
686,69.8,56.0,1016.9,03/05/2024,00:54:58
700,69.8,56.0,1016.9,03/05/2024,00:55:58
732,69.8,56.0,1016.7,03/05/2024,00:56:58
730,69.8,57.0,1016.8,03/05/2024,00:57:58
720,69.8,57.0,1016.8,03/05/2024,00:58:58
702,69.9,57.0,1016.9,03/05/2024,00:59:58
727,69.8,57.0,1016.7,03/05/2024,01:00:58
696,69.8,57.0,1016.8,03/05/2024,01:01:58
725,69.8,58.0,1016.8,03/05/2024,01:02:58
703,69.8,58.0,1016.8,03/05/2024,01:03:58
715,69.8,58.0,1016.9,03/05/2024,01:04:58
738,69.8,58.0,1016.9,03/05/2024,01:05:58
735,69.9,58.0,1016.9,03/05/2024,01:06:58
754,69.9,58.0,1017.0,03/05/2024,01:07:58
751,69.9,59.0,1017.0,03/05/2024,01:08:58
757,70.0,59.0,1017.0,03/05/2024,01:09:58
715,70.0,59.0,1017.0,03/05/2024,01:10:58
724,69.9,59.0,1017.1,03/05/2024,01:11:58
705,69.9,59.0,1017.0,03/05/2024,01:12:58
655,69.9,59.0,1017.0,03/05/2024,01:13:58
716,69.9,59.0,1016.9,03/05/2024,01:14:58
701,69.9,59.0,1017.0,03/05/2024,01:15:58
719,69.9,59.0,1016.9,03/05/2024,01:16:58
713,69.9,59.0,1016.9,03/05/2024,01:17:58
708,69.9,59.0,1016.9,03/05/2024,01:18:58
693,70.0,59.0,1016.9,03/05/2024,01:19:58
703,69.9,59.0,1016.8,03/05/2024,01:20:58
729,69.9,59.0,1016.9,03/05/2024,01:21:58
732,70.0,59.0,1016.9,03/05/2024,01:22:58
746,70.0,59.0,1016.9,03/05/2024,01:23:58
739,70.0,59.0,1016.9,03/05/2024,01:24:58
744,70.0,59.0,1016.9,03/05/2024,01:25:58
734,70.0,59.0,1016.9,03/05/2024,01:26:58
766,70.1,59.0,1016.9,03/05/2024,01:27:58
766,70.1,59.0,1016.8,03/05/2024,01:28:58
750,70.1,59.0,1016.9,03/05/2024,01:29:58
726,70.0,58.0,1017.0,03/05/2024,01:30:58
735,70.0,58.0,1016.9,03/05/2024,01:31:58
714,69.9,57.0,1017.0,03/05/2024,01:32:58
673,69.8,57.0,1017.1,03/05/2024,01:33:58
645,69.7,57.0,1016.9,03/05/2024,01:34:58
631,69.5,57.0,1017.0,03/05/2024,01:35:58
636,69.3,57.0,1017.0,03/05/2024,01:36:58
617,69.3,57.0,1017.0,03/05/2024,01:37:58
595,69.2,57.0,1017.0,03/05/2024,01:38:58
578,69.0,57.0,1017.0,03/05/2024,01:39:58
653,69.0,57.0,1017.0,03/05/2024,01:40:58
612,68.8,58.0,1017.0,03/05/2024,01:41:58
676,68.8,58.0,1016.9,03/05/2024,01:42:58
676,68.9,58.0,1016.9,03/05/2024,01:43:58
718,68.9,58.0,1017.0,03/05/2024,01:44:58
700,69.0,59.0,1017.0,03/05/2024,01:45:58
701,69.0,59.0,1017.0,03/05/2024,01:46:58
650,69.0,59.0,1017.0,03/05/2024,01:47:58
700,69.0,59.0,1017.0,03/05/2024,01:48:58
713,69.0,59.0,1016.9,03/05/2024,01:49:58
723,69.1,59.0,1016.9,03/05/2024,01:50:58
720,69.1,59.0,1017.0,03/05/2024,01:51:58
742,69.2,60.0,1017.0,03/05/2024,01:52:58
751,69.2,60.0,1017.0,03/05/2024,01:53:58
748,69.3,60.0,1017.0,03/05/2024,01:54:58
752,69.2,60.0,1017.0,03/05/2024,01:55:58
766,69.3,60.0,1017.0,03/05/2024,01:56:58
777,69.3,60.0,1017.0,03/05/2024,01:57:58
763,69.3,60.0,1017.0,03/05/2024,01:58:58
759,69.3,60.0,1017.0,03/05/2024,01:59:58
764,69.3,60.0,1017.0,03/05/2024,02:00:58
718,69.3,60.0,1017.0,03/05/2024,02:01:58
755,69.3,60.0,1017.0,03/05/2024,02:02:58
754,69.3,60.0,1017.0,03/05/2024,02:03:58
738,69.4,60.0,1016.9,03/05/2024,02:04:58
758,69.4,60.0,1017.0,03/05/2024,02:05:58
758,69.4,60.0,1016.9,03/05/2024,02:06:58
743,69.4,60.0,1017.0,03/05/2024,02:07:58
725,69.4,59.0,1016.9,03/05/2024,02:08:58
740,69.4,59.0,1016.9,03/05/2024,02:09:58
730,69.4,59.0,1016.9,03/05/2024,02:10:58
767,69.5,59.0,1016.9,03/05/2024,02:11:58
755,69.5,59.0,1016.9,03/05/2024,02:12:58
764,69.5,60.0,1016.9,03/05/2024,02:13:58
763,69.6,59.0,1016.9,03/05/2024,02:14:58
768,69.5,59.0,1016.9,03/05/2024,02:15:58
767,69.6,59.0,1016.8,03/05/2024,02:16:58
779,69.6,59.0,1016.8,03/05/2024,02:17:58
793,69.6,59.0,1016.8,03/05/2024,02:18:58
789,69.7,59.0,1016.8,03/05/2024,02:19:58
798,69.7,59.0,1016.9,03/05/2024,02:20:58
826,69.8,59.0,1016.7,03/05/2024,02:21:58
846,69.7,59.0,1016.7,03/05/2024,02:22:58
821,69.7,59.0,1016.7,03/05/2024,02:23:58
813,69.8,59.0,1016.7,03/05/2024,02:24:58
816,69.8,59.0,1016.8,03/05/2024,02:25:58
799,69.7,58.0,1016.8,03/05/2024,02:26:58
799,69.6,58.0,1016.8,03/05/2024,02:27:58
789,69.5,57.0,1016.8,03/05/2024,02:28:58
766,69.5,57.0,1016.8,03/05/2024,02:29:58
770,69.4,57.0,1016.7,03/05/2024,02:30:58
749,69.4,57.0,1016.8,03/05/2024,02:31:58
760,69.3,57.0,1016.8,03/05/2024,02:32:58
761,69.3,57.0,1016.7,03/05/2024,02:33:58
783,69.3,57.0,1016.8,03/05/2024,02:34:58
787,69.3,57.0,1016.8,03/05/2024,02:35:58
777,69.3,58.0,1016.8,03/05/2024,02:36:58
800,69.3,58.0,1016.9,03/05/2024,02:37:58
790,69.3,58.0,1016.9,03/05/2024,02:38:58
790,69.3,58.0,1016.9,03/05/2024,02:39:58
796,69.3,58.0,1016.9,03/05/2024,02:40:58
818,69.3,59.0,1016.9,03/05/2024,02:41:58
804,69.3,59.0,1016.9,03/05/2024,02:42:58
807,69.3,59.0,1017.0,03/05/2024,02:43:58
809,69.3,59.0,1017.0,03/05/2024,02:44:58
806,69.2,59.0,1016.9,03/05/2024,02:45:58
797,69.3,59.0,1016.9,03/05/2024,02:46:58
803,69.3,59.0,1016.9,03/05/2024,02:47:58
818,69.3,59.0,1016.9,03/05/2024,02:48:58
825,69.3,59.0,1016.9,03/05/2024,02:49:58
808,69.3,60.0,1016.8,03/05/2024,02:50:58
804,69.3,60.0,1016.9,03/05/2024,02:51:58
796,69.3,60.0,1016.9,03/05/2024,02:52:58
818,69.3,60.0,1016.9,03/05/2024,02:53:58
820,69.3,60.0,1016.8,03/05/2024,02:54:58
817,69.3,60.0,1016.9,03/05/2024,02:55:58
819,69.3,60.0,1016.8,03/05/2024,02:56:58
799,69.3,60.0,1016.8,03/05/2024,02:57:58
814,69.3,60.0,1016.7,03/05/2024,02:58:58
819,69.3,60.0,1016.8,03/05/2024,02:59:58
809,69.3,60.0,1016.8,03/05/2024,03:00:58
821,69.3,59.0,1016.8,03/05/2024,03:01:58
809,69.4,59.0,1016.7,03/05/2024,03:02:58
826,69.4,59.0,1016.8,03/05/2024,03:03:58
831,69.4,59.0,1016.8,03/05/2024,03:04:58
797,69.4,59.0,1016.8,03/05/2024,03:05:58
802,69.4,59.0,1016.8,03/05/2024,03:06:58
805,69.3,59.0,1016.9,03/05/2024,03:07:58
813,69.4,59.0,1016.9,03/05/2024,03:08:58
816,69.4,59.0,1016.9,03/05/2024,03:09:58
830,69.4,59.0,1016.8,03/05/2024,03:10:58
801,69.5,59.0,1016.9,03/05/2024,03:11:58
815,69.5,59.0,1016.9,03/05/2024,03:12:58
805,69.5,59.0,1016.9,03/05/2024,03:13:58
819,69.5,59.0,1016.9,03/05/2024,03:14:58
800,69.5,59.0,1016.8,03/05/2024,03:15:58
824,69.5,59.0,1017.0,03/05/2024,03:16:58
804,69.5,59.0,1016.8,03/05/2024,03:17:58
812,69.5,59.0,1016.8,03/05/2024,03:18:58
805,69.6,59.0,1016.7,03/05/2024,03:19:58
814,69.6,59.0,1016.7,03/05/2024,03:20:58
827,69.5,59.0,1016.9,03/05/2024,03:21:58
822,69.6,59.0,1016.7,03/05/2024,03:22:58
824,69.6,59.0,1016.8,03/05/2024,03:23:58
799,69.6,59.0,1016.8,03/05/2024,03:24:58
809,69.6,59.0,1016.8,03/05/2024,03:25:58
813,69.6,59.0,1016.9,03/05/2024,03:26:58
822,69.6,59.0,1016.8,03/05/2024,03:27:58
806,69.6,59.0,1016.8,03/05/2024,03:28:58
829,69.6,59.0,1016.8,03/05/2024,03:29:58
797,69.6,59.0,1016.8,03/05/2024,03:30:58
816,69.6,59.0,1016.8,03/05/2024,03:31:58
801,69.6,59.0,1016.8,03/05/2024,03:32:58
809,69.6,59.0,1016.7,03/05/2024,03:33:58
804,69.6,59.0,1016.8,03/05/2024,03:34:58
827,69.5,58.0,1016.9,03/05/2024,03:35:58
808,69.5,58.0,1016.9,03/05/2024,03:36:58
794,69.5,58.0,1017.0,03/05/2024,03:37:58
765,69.4,57.0,1016.9,03/05/2024,03:38:58
761,69.4,57.0,1016.9,03/05/2024,03:39:58
748,69.3,57.0,1016.9,03/05/2024,03:40:58
776,69.3,57.0,1016.8,03/05/2024,03:41:58
752,69.2,57.0,1016.9,03/05/2024,03:42:58
765,69.2,57.0,1016.8,03/05/2024,03:43:58
787,69.2,57.0,1016.8,03/05/2024,03:44:58
781,69.1,57.0,1016.9,03/05/2024,03:45:58
759,69.1,57.0,1016.9,03/05/2024,03:46:58
788,69.1,58.0,1016.9,03/05/2024,03:47:58
781,69.1,58.0,1017.0,03/05/2024,03:48:58
792,69.1,58.0,1017.0,03/05/2024,03:49:58
824,69.0,58.0,1017.0,03/05/2024,03:50:58
802,69.0,58.0,1016.9,03/05/2024,03:51:58
794,69.0,58.0,1016.9,03/05/2024,03:52:58
796,69.0,59.0,1016.9,03/05/2024,03:53:58
800,69.0,59.0,1016.8,03/05/2024,03:54:58
787,69.0,59.0,1016.8,03/05/2024,03:55:58
812,69.0,59.0,1016.8,03/05/2024,03:56:58
810,69.0,59.0,1016.9,03/05/2024,03:57:58
806,69.0,59.0,1016.8,03/05/2024,03:58:58
811,69.0,59.0,1016.8,03/05/2024,03:59:58
815,69.0,59.0,1016.8,03/05/2024,04:00:58
826,69.0,59.0,1016.8,03/05/2024,04:01:58
816,69.0,59.0,1016.8,03/05/2024,04:02:58
810,69.0,59.0,1016.7,03/05/2024,04:03:58
839,69.0,59.0,1016.8,03/05/2024,04:04:58
820,69.0,59.0,1016.8,03/05/2024,04:05:58
830,69.0,59.0,1016.8,03/05/2024,04:06:58
836,69.1,59.0,1016.8,03/05/2024,04:07:58
828,69.1,59.0,1016.8,03/05/2024,04:08:58
823,69.1,59.0,1016.7,03/05/2024,04:09:58
821,69.1,59.0,1016.7,03/05/2024,04:10:58
821,69.1,59.0,1016.8,03/05/2024,04:11:58
796,69.1,59.0,1016.8,03/05/2024,04:12:58
831,69.2,59.0,1016.7,03/05/2024,04:13:58
837,69.1,59.0,1016.7,03/05/2024,04:14:58
820,69.2,59.0,1016.7,03/05/2024,04:15:58
826,69.1,59.0,1016.7,03/05/2024,04:16:58
820,69.1,59.0,1016.7,03/05/2024,04:17:59
807,69.1,59.0,1016.7,03/05/2024,04:18:59
813,69.2,59.0,1016.7,03/05/2024,04:19:59
833,69.2,59.0,1016.8,03/05/2024,04:20:59
853,69.2,59.0,1016.8,03/05/2024,04:21:59
820,69.2,59.0,1016.7,03/05/2024,04:22:59
823,69.2,59.0,1016.8,03/05/2024,04:23:59
833,69.2,59.0,1016.9,03/05/2024,04:24:59
825,69.2,59.0,1016.9,03/05/2024,04:25:59
818,69.2,59.0,1017.0,03/05/2024,04:26:59
826,69.2,59.0,1017.0,03/05/2024,04:27:59
814,69.2,59.0,1016.9,03/05/2024,04:28:59
827,69.3,59.0,1017.1,03/05/2024,04:29:59
830,69.2,59.0,1017.0,03/05/2024,04:30:59
829,69.3,59.0,1017.0,03/05/2024,04:31:59
809,69.2,59.0,1017.0,03/05/2024,04:32:59
822,69.3,59.0,1017.0,03/05/2024,04:33:59
831,69.2,59.0,1017.1,03/05/2024,04:34:59
825,69.2,59.0,1017.0,03/05/2024,04:35:59
829,69.2,59.0,1017.1,03/05/2024,04:36:59
827,69.3,59.0,1017.1,03/05/2024,04:37:59
839,69.3,59.0,1017.2,03/05/2024,04:38:59
819,69.3,59.0,1017.2,03/05/2024,04:39:59
814,69.3,59.0,1017.2,03/05/2024,04:40:59
809,69.2,59.0,1017.2,03/05/2024,04:41:59
809,69.3,59.0,1017.1,03/05/2024,04:42:59
792,69.3,59.0,1017.2,03/05/2024,04:43:59
816,69.3,59.0,1017.2,03/05/2024,04:44:59
816,69.3,59.0,1017.1,03/05/2024,04:45:59
802,69.3,59.0,1017.2,03/05/2024,04:46:59
818,69.3,59.0,1017.3,03/05/2024,04:47:59
818,69.3,59.0,1017.2,03/05/2024,04:48:59
820,69.3,59.0,1017.2,03/05/2024,04:49:59
812,69.3,59.0,1017.2,03/05/2024,04:50:59
812,69.3,59.0,1017.2,03/05/2024,04:51:59
819,69.3,59.0,1017.2,03/05/2024,04:52:59
835,69.3,59.0,1017.1,03/05/2024,04:53:59
814,69.3,59.0,1017.2,03/05/2024,04:54:59
809,69.3,59.0,1017.2,03/05/2024,04:55:59
815,69.3,59.0,1017.2,03/05/2024,04:56:59
807,69.3,58.0,1017.3,03/05/2024,04:57:59
828,69.3,59.0,1017.3,03/05/2024,04:58:59
822,69.3,58.0,1017.3,03/05/2024,04:59:59
800,69.3,58.0,1017.3,03/05/2024,05:00:59
809,69.3,58.0,1017.3,03/05/2024,05:01:59
809,69.3,58.0,1017.3,03/05/2024,05:02:59
810,69.3,58.0,1017.3,03/05/2024,05:03:59
819,69.3,58.0,1017.4,03/05/2024,05:04:59
823,69.3,58.0,1017.5,03/05/2024,05:05:59
795,69.3,58.0,1017.5,03/05/2024,05:06:59
816,69.3,58.0,1017.5,03/05/2024,05:07:59
811,69.3,58.0,1017.6,03/05/2024,05:08:59
805,69.3,58.0,1017.6,03/05/2024,05:09:59
834,69.3,58.0,1017.7,03/05/2024,05:10:59
842,69.3,58.0,1017.7,03/05/2024,05:11:59
839,69.3,58.0,1017.7,03/05/2024,05:12:59
812,69.3,58.0,1017.8,03/05/2024,05:13:59
830,69.3,58.0,1017.7,03/05/2024,05:14:59
807,69.3,58.0,1017.9,03/05/2024,05:15:59
828,69.3,58.0,1017.9,03/05/2024,05:16:59
823,69.3,58.0,1017.8,03/05/2024,05:17:59
833,69.3,58.0,1018.1,03/05/2024,05:18:59
836,69.3,58.0,1018.1,03/05/2024,05:19:59
826,69.3,58.0,1018.1,03/05/2024,05:20:59
823,69.3,58.0,1018.0,03/05/2024,05:21:59
824,69.3,58.0,1018.0,03/05/2024,05:22:59
826,69.3,58.0,1018.0,03/05/2024,05:23:59
812,69.3,58.0,1018.1,03/05/2024,05:24:59
845,69.3,58.0,1018.1,03/05/2024,05:25:59
819,69.3,58.0,1018.1,03/05/2024,05:26:59
819,69.3,58.0,1018.0,03/05/2024,05:27:59
803,69.3,58.0,1018.1,03/05/2024,05:28:59
820,69.3,58.0,1018.0,03/05/2024,05:29:59
816,69.3,58.0,1018.1,03/05/2024,05:30:59
802,69.3,58.0,1018.1,03/05/2024,05:31:59
829,69.3,58.0,1018.1,03/05/2024,05:32:59
811,69.3,58.0,1018.1,03/05/2024,05:33:59
816,69.3,58.0,1018.1,03/05/2024,05:34:59
806,69.3,58.0,1018.2,03/05/2024,05:35:59
811,69.3,58.0,1018.1,03/05/2024,05:36:59
828,69.3,58.0,1018.1,03/05/2024,05:37:59
789,69.3,58.0,1018.1,03/05/2024,05:38:59
840,69.3,58.0,1018.1,03/05/2024,05:39:59
791,69.3,58.0,1018.0,03/05/2024,05:40:59
797,69.3,58.0,1018.0,03/05/2024,05:41:59
829,69.3,58.0,1018.0,03/05/2024,05:42:59
822,69.3,58.0,1018.0,03/05/2024,05:43:59
809,69.3,58.0,1017.9,03/05/2024,05:44:59
807,69.4,58.0,1018.0,03/05/2024,05:45:59
818,69.3,58.0,1018.0,03/05/2024,05:46:59
823,69.3,58.0,1017.9,03/05/2024,05:47:59
805,69.3,58.0,1018.0,03/05/2024,05:48:59
831,69.3,58.0,1018.0,03/05/2024,05:49:59
823,69.3,58.0,1018.0,03/05/2024,05:50:59
829,69.3,58.0,1017.9,03/05/2024,05:51:59
832,69.3,58.0,1018.0,03/05/2024,05:52:59
842,69.3,58.0,1017.9,03/05/2024,05:53:59
811,69.3,58.0,1017.9,03/05/2024,05:54:59
835,69.4,58.0,1017.9,03/05/2024,05:55:59
825,69.3,58.0,1017.9,03/05/2024,05:56:59
822,69.3,58.0,1017.9,03/05/2024,05:57:59
824,69.3,58.0,1018.0,03/05/2024,05:58:59
840,69.3,58.0,1018.0,03/05/2024,05:59:59
808,69.3,58.0,1018.0,03/05/2024,06:00:59
811,69.3,58.0,1018.1,03/05/2024,06:01:59
802,69.3,58.0,1018.1,03/05/2024,06:02:59
814,69.3,58.0,1018.1,03/05/2024,06:03:59
829,69.3,58.0,1018.1,03/05/2024,06:04:59
821,69.3,58.0,1018.0,03/05/2024,06:05:59
828,69.3,58.0,1018.0,03/05/2024,06:06:59
830,69.3,58.0,1018.1,03/05/2024,06:07:59
826,69.3,58.0,1018.0,03/05/2024,06:08:59
829,69.3,58.0,1018.0,03/05/2024,06:09:59
828,69.3,58.0,1018.0,03/05/2024,06:10:59
825,69.3,58.0,1018.0,03/05/2024,06:11:59
823,69.3,58.0,1017.9,03/05/2024,06:12:59
822,69.3,58.0,1017.9,03/05/2024,06:13:59
821,69.3,58.0,1017.8,03/05/2024,06:14:58
824,69.3,58.0,1017.8,03/05/2024,06:15:58
816,69.3,58.0,1017.8,03/05/2024,06:16:58
829,69.3,58.0,1017.8,03/05/2024,06:17:58
820,69.3,58.0,1017.7,03/05/2024,06:18:58
817,69.3,58.0,1017.7,03/05/2024,06:19:58
815,69.3,58.0,1017.7,03/05/2024,06:20:58
822,69.3,58.0,1017.8,03/05/2024,06:21:58
824,69.3,57.0,1017.7,03/05/2024,06:22:58
816,69.3,58.0,1017.7,03/05/2024,06:23:58
830,69.3,58.0,1017.8,03/05/2024,06:24:58
845,69.3,58.0,1017.7,03/05/2024,06:25:58
834,69.3,58.0,1017.8,03/05/2024,06:26:58
847,69.3,58.0,1017.8,03/05/2024,06:27:58
846,69.3,58.0,1017.8,03/05/2024,06:28:58
836,69.3,57.0,1017.8,03/05/2024,06:29:58
816,69.3,57.0,1017.8,03/05/2024,06:30:58
828,69.4,57.0,1017.9,03/05/2024,06:31:58
823,69.3,57.0,1017.9,03/05/2024,06:32:58
849,69.3,57.0,1017.9,03/05/2024,06:33:58
826,69.3,57.0,1017.9,03/05/2024,06:34:58
836,69.3,57.0,1018.0,03/05/2024,06:35:58
832,69.3,57.0,1018.1,03/05/2024,06:36:58
837,69.3,57.0,1018.0,03/05/2024,06:37:58
834,69.3,57.0,1017.9,03/05/2024,06:38:58
846,69.3,57.0,1018.0,03/05/2024,06:39:58
835,69.3,57.0,1018.0,03/05/2024,06:40:58
848,69.3,57.0,1018.0,03/05/2024,06:41:58
838,69.3,57.0,1017.9,03/05/2024,06:42:58
847,69.3,57.0,1018.0,03/05/2024,06:43:58
834,69.3,57.0,1017.9,03/05/2024,06:44:58
827,69.3,57.0,1017.9,03/05/2024,06:45:58
827,69.3,57.0,1017.9,03/05/2024,06:46:58
844,69.3,57.0,1017.9,03/05/2024,06:47:58
847,69.3,57.0,1017.8,03/05/2024,06:48:58
855,69.3,57.0,1017.8,03/05/2024,06:49:58
848,69.3,57.0,1017.8,03/05/2024,06:50:58
834,69.3,57.0,1017.8,03/05/2024,06:51:58
846,69.3,57.0,1017.9,03/05/2024,06:52:58
853,69.3,57.0,1017.7,03/05/2024,06:53:58
832,69.3,57.0,1017.8,03/05/2024,06:54:58
822,69.3,57.0,1017.7,03/05/2024,06:55:58
833,69.3,57.0,1017.8,03/05/2024,06:56:58
834,69.3,57.0,1017.8,03/05/2024,06:57:58
817,69.3,57.0,1017.9,03/05/2024,06:58:58
830,69.3,57.0,1017.9,03/05/2024,06:59:58
813,69.3,57.0,1017.9,03/05/2024,07:00:58
827,69.2,57.0,1017.8,03/05/2024,07:01:58
837,69.3,57.0,1018.0,03/05/2024,07:02:58
820,69.2,57.0,1017.8,03/05/2024,07:03:58
845,69.2,57.0,1017.8,03/05/2024,07:04:58
854,69.2,57.0,1017.7,03/05/2024,07:05:58
825,69.2,57.0,1017.6,03/05/2024,07:06:58
844,69.2,57.0,1017.6,03/05/2024,07:07:58
852,69.2,57.0,1017.7,03/05/2024,07:08:58
831,69.2,57.0,1017.6,03/05/2024,07:09:58
841,69.2,57.0,1017.6,03/05/2024,07:10:58
847,69.2,57.0,1017.6,03/05/2024,07:11:58
847,69.2,57.0,1017.6,03/05/2024,07:12:58
826,69.2,57.0,1017.5,03/05/2024,07:13:58
824,69.2,57.0,1017.6,03/05/2024,07:14:58
822,69.2,57.0,1017.5,03/05/2024,07:15:58
842,69.3,57.0,1017.5,03/05/2024,07:16:58
833,69.2,57.0,1017.5,03/05/2024,07:17:58
845,69.2,57.0,1017.5,03/05/2024,07:18:58
824,69.2,57.0,1017.5,03/05/2024,07:19:58
825,69.2,57.0,1017.5,03/05/2024,07:20:58
827,69.2,57.0,1017.5,03/05/2024,07:21:58
852,69.2,57.0,1017.6,03/05/2024,07:22:58
832,69.2,57.0,1017.5,03/05/2024,07:23:58
824,69.2,57.0,1017.5,03/05/2024,07:24:58
819,69.1,57.0,1017.5,03/05/2024,07:25:58
841,69.1,57.0,1017.5,03/05/2024,07:26:58
816,69.1,57.0,1017.5,03/05/2024,07:27:58
819,69.1,57.0,1017.4,03/05/2024,07:28:58
816,69.1,57.0,1017.5,03/05/2024,07:29:58
843,69.1,57.0,1017.4,03/05/2024,07:30:58
825,69.2,57.0,1017.5,03/05/2024,07:31:58
823,69.1,57.0,1017.5,03/05/2024,07:32:58
824,69.1,57.0,1017.5,03/05/2024,07:33:58
836,69.1,57.0,1017.5,03/05/2024,07:34:58
834,69.1,57.0,1017.5,03/05/2024,07:35:58
831,69.1,57.0,1017.6,03/05/2024,07:36:58
829,69.0,57.0,1017.6,03/05/2024,07:37:58
829,69.1,57.0,1017.7,03/05/2024,07:38:58
834,69.1,57.0,1017.8,03/05/2024,07:39:58
837,69.1,57.0,1017.9,03/05/2024,07:40:58
825,69.1,57.0,1017.9,03/05/2024,07:41:58
837,69.1,57.0,1017.9,03/05/2024,07:42:58
839,69.0,57.0,1018.0,03/05/2024,07:43:58
844,69.2,57.0,1017.9,03/05/2024,07:44:58
843,69.2,57.0,1017.9,03/05/2024,07:45:58
847,69.1,57.0,1017.9,03/05/2024,07:46:58
842,69.2,57.0,1017.9,03/05/2024,07:47:58
843,69.2,57.0,1017.9,03/05/2024,07:48:58
854,69.1,57.0,1017.8,03/05/2024,07:49:58
835,69.2,57.0,1017.8,03/05/2024,07:50:58
859,69.2,57.0,1017.8,03/05/2024,07:51:58
846,69.1,57.0,1017.7,03/05/2024,07:52:58
832,69.2,57.0,1017.7,03/05/2024,07:53:58
854,69.2,57.0,1017.7,03/05/2024,07:54:58
841,69.2,57.0,1017.7,03/05/2024,07:55:58
857,69.2,57.0,1017.7,03/05/2024,07:56:58
843,69.2,57.0,1017.6,03/05/2024,07:57:58
852,69.2,57.0,1017.7,03/05/2024,07:58:58
